Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD,Required_Skills,Automation_Level,Job_Growth_2030,Work_Hours_Per_Week,Company_Size,AI_Tool_Usage,Performance_Score,Upskilling_Needed,Job_Satisfaction,Hiring_Trend_2026
AIJ-101630,Business Analyst,Finance,India,High School,10,0.13,0.2,Yes,131272,"Deep Learning, Azure, Prompt Engineering, Python, TensorFlow, Cybersecurity",Low,41,53,Startup,Moderate,3.08,Yes,4.48,Stable
AIJ-101631,Prompt Engineer,Energy,USA,Bachelor,6,0.3,0.54,Yes,211313,"Prompt Engineering, Kubernetes, Project Management, Azure, Docker, Deep Learning",Medium,2,56,Enterprise,High,3.42,Yes,2.34,Declining
AIJ-101632,IoT Specialist,Energy,USA,PhD,25,0.84,0.22,Hybrid,194701,"Project Management, Machine Learning, SQL",Low,33,57,Enterprise,Moderate,2.34,No,4.91,Stable
AIJ-101633,UX Designer,Retail,Germany,Master,14,0.83,0.22,Hybrid,52857,"AWS, Kubernetes, Prompt Engineering, Communication, Cloud Computing, PyTorch",Medium,7,52,Medium,High,3.77,No,1.09,Stable
AIJ-101634,IoT Specialist,Manufacturing,Australia,PhD,1,0.47,0.77,No,168374,"PyTorch, SQL, Data Visualization, TensorFlow",Low,30,57,Enterprise,High,4.04,Yes,4.77,Growing
AIJ-101635,IoT Specialist,Transportation,India,Master,19,0.25,0.29,Hybrid,79179,"Deep Learning, TensorFlow, Cloud Computing, PyTorch",High,23,60,Medium,High,2.31,Yes,4.64,Declining
AIJ-101636,HR Specialist,Healthcare,USA,PhD,20,0.5,0.97,No,158261,"PyTorch, Docker, Azure, Python, Data Visualization, Excel",Low,-9,56,Medium,Moderate,2.12,Yes,4.86,Growing
AIJ-101637,Data Scientist,Education,India,Master,14,0.71,0.6,Yes,81453,"Kubernetes, Project Management, Azure, Communication",Medium,45,40,Enterprise,Moderate,4.07,Yes,4.47,Stable
AIJ-101638,Data Engineer,Media,Germany,PhD,25,0.06,0.29,No,148406,"AWS, Data Visualization, SQL, Project Management",Low,37,60,Startup,Moderate,3.48,No,3.98,Growing
AIJ-101639,Business Analyst,Technology,Germany,Bachelor,20,0.64,0.91,Yes,184042,"Communication, Kubernetes, SQL, Docker, Azure",Medium,30,58,Medium,Moderate,2.02,No,1.62,Growing
AIJ-101640,Software Developer,Government,Japan,PhD,12,0.24,0.92,Yes,39899,"Cloud Computing, Excel, Data Visualization",Low,-9,60,Enterprise,Low,4.73,No,4.4,Stable
AIJ-101641,UX Designer,Technology,UK,PhD,6,0.59,0.67,Yes,122594,"Communication, Python, Deep Learning, Docker, AWS",Low,-3,34,Enterprise,High,3.07,Yes,3.23,Stable
AIJ-101642,Software Developer,Technology,Australia,Bachelor,25,0.23,0.72,Yes,169381,"Python, Project Management, Cybersecurity",Medium,23,57,Startup,High,2.1,Yes,4.64,Declining
AIJ-101643,IoT Specialist,Government,UAE,Bachelor,18,0.25,0.61,Hybrid,146251,"Project Management, Docker, Kubernetes, Excel, Deep Learning",High,-1,38,Enterprise,Moderate,3.91,No,1.95,Declining
AIJ-101644,DevOps Engineer,Retail,UK,Master,3,0.66,0.8,Hybrid,66197,"Machine Learning, Data Visualization, AWS, Kubernetes, PyTorch",Medium,1,57,Medium,Moderate,3.94,No,4.1,Growing
AIJ-101645,HR Specialist,Energy,Japan,Master,9,0.27,0.94,No,62488,"Leadership, Kubernetes, SQL",High,22,44,Medium,Low,4.03,No,1.06,Growing
AIJ-101646,HR Specialist,Finance,India,Master,13,0.81,0.78,Hybrid,163803,"Docker, Project Management, Cloud Computing, Azure, Excel",Medium,-8,37,Medium,Low,3.33,No,3.38,Stable
AIJ-101647,Product Manager,Finance,UK,PhD,14,0.51,0.26,No,46253,"Excel, Prompt Engineering, Kubernetes, PyTorch, Data Visualization",Medium,18,54,Medium,High,3.49,No,2.09,Growing
AIJ-101648,HR Specialist,Education,UAE,PhD,19,0.25,0.55,Yes,105617,"Excel, Project Management, Cloud Computing, Machine Learning",Low,21,31,Enterprise,Moderate,4.62,No,3.4,Stable
AIJ-101649,Software Developer,Education,Japan,Master,25,0.81,0.28,No,141770,"PyTorch, Azure, Communication, Docker, Excel",High,44,45,Startup,Low,2.99,Yes,2.37,Declining
AIJ-101650,Robotics Engineer,Healthcare,UK,Bachelor,15,0.61,0.83,Yes,128462,"Azure, PyTorch, Kubernetes, Cybersecurity",High,20,42,Medium,Low,4.42,No,4.27,Declining
AIJ-101651,Healthcare Analyst,Retail,Pakistan,Master,17,0.89,0.85,Yes,44649,"Communication, Cloud Computing, AWS, Azure",Medium,12,41,Enterprise,Moderate,4.66,No,4.69,Declining
AIJ-101652,IoT Specialist,Energy,Australia,High School,17,0.39,0.97,Hybrid,202497,"PyTorch, Prompt Engineering, Docker",Medium,38,30,Medium,High,3.74,Yes,3.01,Growing
AIJ-101653,IoT Specialist,Media,Pakistan,Bachelor,2,0.48,0.49,Hybrid,116410,"Project Management, Prompt Engineering, Machine Learning",High,27,44,Enterprise,Low,2.67,No,4.55,Growing
AIJ-101654,Product Manager,Media,Pakistan,High School,2,0.57,0.96,Yes,165699,"Machine Learning, PyTorch, SQL, Communication",Medium,13,55,Enterprise,Low,3.79,Yes,1.43,Declining
AIJ-101655,Digital Marketer,Education,Japan,PhD,7,0.09,0.68,No,79770,"SQL, Data Visualization, TensorFlow, Cybersecurity",High,-8,35,Startup,High,4.01,Yes,3.17,Growing
AIJ-101656,Product Manager,Healthcare,Australia,PhD,13,0.24,0.43,No,147910,"Docker, Data Visualization, Machine Learning, Communication, Azure, Project Management",Low,37,58,Medium,Low,4.22,Yes,2.2,Growing
AIJ-101657,IoT Specialist,Retail,UK,PhD,9,0.72,0.52,No,106572,"Data Visualization, Project Management, Kubernetes",Low,6,44,Enterprise,High,2.58,Yes,4.05,Growing
AIJ-101658,Data Engineer,Transportation,UAE,Master,8,0.34,0.27,Hybrid,211680,"PyTorch, Deep Learning, Azure, Project Management, TensorFlow, Leadership",High,0,39,Medium,High,3.34,Yes,2.22,Stable
AIJ-101659,Software Developer,Education,Japan,Master,0,0.35,0.55,Yes,111514,"Prompt Engineering, Leadership, Deep Learning, SQL, TensorFlow, Data Visualization",High,14,55,Enterprise,Low,4.54,No,2.07,Growing
AIJ-101660,HR Specialist,Finance,Germany,Bachelor,8,0.94,0.34,No,66465,"TensorFlow, PyTorch, Machine Learning, Azure, SQL, Leadership",High,21,34,Startup,Low,2.68,Yes,1.92,Growing
AIJ-101661,Product Manager,Manufacturing,UAE,Bachelor,1,0.42,0.93,No,215294,"SQL, TensorFlow, Machine Learning, Cloud Computing, Communication",Medium,10,48,Medium,High,4.4,No,3.7,Stable
AIJ-101662,Software Developer,Energy,UAE,PhD,8,0.1,0.48,Hybrid,47590,"Excel, Azure, TensorFlow, Communication, Leadership, Python",Medium,28,38,Startup,Moderate,4.75,Yes,2.87,Stable
AIJ-101663,Robotics Engineer,Finance,Canada,PhD,14,0.77,0.34,No,46109,"Cloud Computing, Communication, PyTorch, Data Visualization, Kubernetes, Cybersecurity",Medium,35,33,Medium,Low,2.15,No,1.33,Growing
AIJ-101664,Cloud Architect,Education,Germany,Master,17,0.77,0.52,No,194455,"Docker, Excel, Python",Low,24,32,Enterprise,Moderate,4.97,Yes,4.33,Growing
AIJ-101665,UX Designer,Finance,Germany,Bachelor,17,0.65,0.75,Yes,42483,"PyTorch, Kubernetes, Prompt Engineering, Machine Learning, Docker, Deep Learning",Low,15,31,Enterprise,High,3.85,Yes,3.95,Stable
AIJ-101666,Financial Analyst,Transportation,India,PhD,11,0.16,0.26,Hybrid,100063,"SQL, Excel, Cybersecurity",High,-9,40,Startup,Moderate,2.06,Yes,2.41,Growing
AIJ-101667,IoT Specialist,Transportation,Pakistan,High School,7,0.79,0.24,Yes,31635,"Cloud Computing, Kubernetes, Project Management, Docker, Data Visualization, Communication",Medium,-6,30,Enterprise,Low,4.69,Yes,1.43,Growing
AIJ-101668,AI Engineer,Retail,Germany,High School,19,0.3,0.55,Yes,70631,"Project Management, Leadership, Prompt Engineering, PyTorch, Deep Learning, SQL",Medium,8,37,Startup,Low,3.24,No,2.41,Declining
AIJ-101669,Product Manager,Technology,Australia,Bachelor,8,0.86,0.96,No,119064,"Deep Learning, Prompt Engineering, TensorFlow, SQL",Medium,11,40,Startup,Moderate,3.37,Yes,4.58,Growing
AIJ-101670,Data Scientist,Manufacturing,Australia,PhD,1,0.46,0.45,No,32022,"TensorFlow, AWS, SQL, Machine Learning",High,-10,40,Medium,Low,4.32,Yes,1.33,Growing
AIJ-101671,Business Analyst,Government,Germany,Bachelor,0,0.78,0.97,Hybrid,125676,"TensorFlow, Azure, Prompt Engineering",Medium,7,46,Medium,High,3.75,No,4.87,Stable
AIJ-101672,Product Manager,Education,USA,Bachelor,8,0.22,0.88,Yes,215142,"AWS, SQL, Azure, Project Management, Cybersecurity",Medium,33,38,Medium,High,3.58,No,3.51,Growing
AIJ-101673,Cybersecurity Analyst,Manufacturing,India,High School,24,0.32,0.88,No,201034,"Cloud Computing, Python, Cybersecurity, Excel, Docker",Low,-7,49,Startup,Low,2.85,No,3.89,Declining
AIJ-101674,Blockchain Developer,Technology,USA,Master,3,0.75,0.75,No,80726,"Prompt Engineering, Deep Learning, Python, Data Visualization, Docker, Excel",Medium,4,44,Medium,Low,3.92,Yes,1.38,Stable
AIJ-101675,Teacher,Finance,Singapore,Bachelor,6,0.15,0.35,Hybrid,214487,"Communication, Azure, SQL",High,37,45,Startup,Moderate,3.93,No,2.52,Declining
AIJ-101676,HR Specialist,Education,USA,High School,1,0.13,0.95,Hybrid,92063,"TensorFlow, Azure, Excel, Python, Data Visualization, Project Management",Medium,36,41,Enterprise,Low,4.32,Yes,1.99,Growing
AIJ-101677,Teacher,Retail,India,High School,12,0.31,0.59,No,166087,"AWS, Prompt Engineering, TensorFlow",High,35,55,Enterprise,Moderate,4.78,No,4.31,Growing
AIJ-101678,Financial Analyst,Technology,Japan,Master,12,0.5,0.94,Yes,130190,"Prompt Engineering, Excel, Azure, Python, Leadership",Low,20,47,Enterprise,Moderate,3.28,Yes,2.8,Growing
AIJ-101679,Cloud Architect,Media,Australia,High School,23,0.8,0.72,Yes,47001,"PyTorch, Python, Cybersecurity, Azure",Low,28,58,Startup,Moderate,4.52,Yes,3.36,Growing
AIJ-101680,IoT Specialist,Energy,UK,High School,11,0.09,0.89,Hybrid,65634,"Kubernetes, Machine Learning, Azure",High,34,46,Medium,Moderate,4.47,No,4.14,Declining
AIJ-101681,Healthcare Analyst,Energy,Japan,PhD,9,0.84,0.28,No,177631,"Azure, Cybersecurity, TensorFlow, Communication, Machine Learning",Low,21,44,Startup,High,2.95,No,2.56,Growing
AIJ-101682,Business Analyst,Manufacturing,Australia,Bachelor,23,0.37,0.84,Hybrid,61490,"Data Visualization, Cybersecurity, SQL",High,32,44,Medium,High,3.59,Yes,2.41,Declining
AIJ-101683,IoT Specialist,Education,Pakistan,High School,17,0.84,0.77,Yes,139069,"Excel, Cloud Computing, PyTorch, Deep Learning, Kubernetes, Cybersecurity",High,-3,45,Enterprise,Moderate,2.79,No,4.78,Stable
AIJ-101684,Data Engineer,Retail,Germany,Bachelor,11,0.65,0.95,No,201600,"Azure, Deep Learning, Excel, PyTorch, Project Management, Kubernetes",High,27,48,Medium,Low,2.53,Yes,4.09,Declining
AIJ-101685,IoT Specialist,Healthcare,Japan,High School,18,0.63,0.3,No,130014,"SQL, TensorFlow, Communication, Prompt Engineering",High,26,36,Startup,Moderate,2.72,Yes,1.85,Declining
AIJ-101686,Product Manager,Transportation,Pakistan,Bachelor,7,0.34,0.51,No,64761,"Kubernetes, AWS, Prompt Engineering, Python",Medium,1,43,Enterprise,Low,2.16,No,4.1,Stable
AIJ-101687,HR Specialist,Education,India,Master,3,0.55,0.52,No,204182,"AWS, Docker, Cloud Computing, SQL, Machine Learning",Low,26,35,Startup,Low,3.74,Yes,2.76,Stable
AIJ-101688,Financial Analyst,Technology,Pakistan,Master,15,0.67,0.84,Hybrid,145180,"Leadership, Python, Deep Learning, Project Management, Kubernetes, Cybersecurity",High,21,53,Medium,High,2.24,No,1.82,Declining
AIJ-101689,Cybersecurity Analyst,Manufacturing,UAE,Master,1,0.27,0.93,Hybrid,50051,"Prompt Engineering, Project Management, Leadership, Cloud Computing, Data Visualization",Low,19,35,Startup,High,2.82,Yes,3.93,Declining
AIJ-101690,DevOps Engineer,Media,Australia,PhD,0,0.28,0.36,Hybrid,56324,"Excel, Azure, Kubernetes, Prompt Engineering, Machine Learning, Project Management",High,10,40,Startup,Moderate,3.72,No,1.91,Growing
AIJ-101691,HR Specialist,Transportation,India,Bachelor,11,0.11,0.44,No,157607,"Communication, Cloud Computing, SQL, TensorFlow, Excel",High,-1,33,Startup,Low,4.55,Yes,3.02,Growing
AIJ-101692,Business Analyst,Media,India,High School,3,0.58,0.49,Yes,114137,"Cloud Computing, Prompt Engineering, Cybersecurity, TensorFlow, PyTorch, Leadership",Medium,35,45,Startup,Low,2.9,No,2.58,Growing
AIJ-101693,Healthcare Analyst,Retail,Australia,Bachelor,0,0.4,0.44,Yes,117640,"PyTorch, Project Management, Data Visualization",Low,43,37,Medium,High,2.75,No,3.49,Growing
AIJ-101694,Digital Marketer,Retail,Germany,Master,12,0.49,0.88,No,146607,"Cybersecurity, Deep Learning, Project Management, Python",Low,41,49,Medium,Moderate,3.42,Yes,3.88,Declining
AIJ-101695,Business Analyst,Manufacturing,UK,High School,8,0.95,0.48,Hybrid,132546,"SQL, Deep Learning, Machine Learning, Python, Docker, Project Management",High,-5,53,Startup,Low,4.74,Yes,2.16,Declining
AIJ-101696,Cybersecurity Analyst,Media,Pakistan,Master,3,0.86,0.47,Yes,96346,"Leadership, TensorFlow, Machine Learning, Prompt Engineering, Communication, Python",Low,33,36,Medium,Moderate,3.08,Yes,1.56,Stable
AIJ-101697,Cloud Architect,Manufacturing,UAE,Bachelor,18,0.55,0.55,Yes,190595,"Leadership, PyTorch, Kubernetes",High,11,35,Enterprise,Moderate,3.78,Yes,1.34,Growing
AIJ-101698,Product Manager,Healthcare,India,High School,9,0.56,0.92,Yes,100866,"Cloud Computing, Project Management, Data Visualization",Low,3,56,Enterprise,Moderate,4.08,No,4.61,Growing
AIJ-101699,Machine Learning Engineer,Technology,Canada,PhD,9,0.34,0.2,Yes,61642,"Cloud Computing, Project Management, Data Visualization, Prompt Engineering",Low,-7,49,Enterprise,High,2.91,No,2.74,Growing
AIJ-101700,Cloud Architect,Education,Australia,PhD,21,0.54,0.57,No,187249,"TensorFlow, Excel, Project Management, Communication, SQL, Docker",High,-4,59,Medium,Moderate,4.87,Yes,4.98,Stable
AIJ-101701,Healthcare Analyst,Finance,Germany,High School,11,0.14,0.35,No,165628,"Cybersecurity, Cloud Computing, Python, Azure",High,39,35,Startup,Moderate,2.55,No,4.74,Declining
AIJ-101702,Digital Marketer,Finance,USA,Bachelor,10,0.9,0.58,Yes,51410,"Cybersecurity, Communication, TensorFlow, Machine Learning",Medium,0,37,Enterprise,Moderate,3.32,Yes,4.25,Stable
AIJ-101703,HR Specialist,Media,UAE,PhD,22,0.64,0.7,No,203307,"Python, Project Management, Cybersecurity, Docker, Excel, Cloud Computing",Medium,9,31,Enterprise,High,4.63,No,2.95,Declining
AIJ-101704,AI Engineer,Technology,Germany,Bachelor,22,0.21,0.43,Yes,210394,"SQL, Azure, Leadership",Medium,44,32,Startup,High,4.02,No,4.87,Declining
AIJ-101705,DevOps Engineer,Media,Japan,Bachelor,18,0.44,0.43,Yes,46968,"Azure, Cybersecurity, Excel, Docker, Machine Learning",Medium,44,43,Enterprise,High,4.14,No,3.8,Declining
AIJ-101706,Machine Learning Engineer,Transportation,Singapore,PhD,16,0.87,0.71,Yes,205798,"Kubernetes, Data Visualization, Prompt Engineering",Medium,37,59,Startup,Moderate,2.54,Yes,2.41,Stable
AIJ-101707,HR Specialist,Government,UK,High School,20,0.26,0.85,Yes,141773,"Machine Learning, Docker, Excel, Project Management",Medium,5,39,Enterprise,Moderate,4.16,No,1.03,Stable
AIJ-101708,HR Specialist,Retail,Japan,PhD,6,0.06,0.64,No,107996,"AWS, Kubernetes, Excel",Medium,14,46,Medium,High,4.87,Yes,4.07,Declining
AIJ-101709,UX Designer,Manufacturing,India,Bachelor,5,0.6,0.85,No,174820,"Leadership, Excel, Machine Learning",High,11,40,Startup,Low,4.45,Yes,3.83,Growing
AIJ-101710,Cloud Architect,Healthcare,USA,PhD,15,0.42,0.72,No,122900,"Machine Learning, Excel, Project Management, SQL, AWS",Medium,-4,51,Startup,Moderate,2.69,No,3.94,Declining
AIJ-101711,Software Developer,Education,India,Bachelor,13,0.5,0.93,Hybrid,67319,"Python, Communication, Machine Learning, Deep Learning, Cloud Computing",Medium,43,46,Medium,Low,4.98,Yes,4.53,Growing
AIJ-101712,Teacher,Government,Germany,Master,9,0.12,0.25,Hybrid,167973,"Prompt Engineering, Cloud Computing, Cybersecurity, Communication",Medium,37,51,Enterprise,Moderate,4.63,Yes,1.28,Declining
AIJ-101713,Robotics Engineer,Government,Germany,Bachelor,3,0.85,0.37,Yes,52984,"Leadership, PyTorch, Deep Learning, TensorFlow, Docker, AWS",High,22,42,Startup,Low,2.16,No,3.93,Stable
AIJ-101714,DevOps Engineer,Retail,Singapore,Master,22,0.14,0.83,Yes,93820,"Python, Kubernetes, Deep Learning, PyTorch, Communication",High,-8,59,Startup,Low,2.2,Yes,2.22,Growing
AIJ-101715,DevOps Engineer,Media,UAE,PhD,20,0.52,0.97,Hybrid,46431,"Python, Machine Learning, Azure, Kubernetes, Docker",Low,1,54,Startup,Moderate,3.7,No,4.45,Declining
AIJ-101716,Business Analyst,Education,India,Master,4,0.63,0.72,Yes,97059,"Cybersecurity, Python, Communication, Cloud Computing",Low,16,41,Startup,Low,4.41,No,4.37,Declining
AIJ-101717,Healthcare Analyst,Transportation,Japan,Master,4,0.23,0.39,Yes,126046,"Python, Project Management, Cloud Computing",High,20,54,Startup,High,4.04,Yes,3.39,Stable
AIJ-101718,Data Engineer,Government,Singapore,PhD,22,0.75,0.76,Hybrid,187262,"Azure, Cybersecurity, Machine Learning, Deep Learning, Prompt Engineering, TensorFlow",Medium,21,43,Medium,High,3.31,No,4.46,Declining
AIJ-101719,Digital Marketer,Government,UAE,Bachelor,1,0.53,0.62,No,180407,"Azure, Machine Learning, Cybersecurity, TensorFlow, Cloud Computing, Project Management",High,20,37,Startup,Moderate,3.08,No,2.28,Growing
AIJ-101720,Data Scientist,Transportation,Japan,PhD,24,0.3,0.63,No,209723,"Docker, Machine Learning, Azure, PyTorch, Excel, Cloud Computing",High,33,31,Startup,High,3.9,Yes,2.39,Stable
AIJ-101721,Healthcare Analyst,Education,Australia,Bachelor,1,0.15,0.98,No,197132,"Docker, Leadership, Prompt Engineering, Azure, Project Management",Medium,42,39,Enterprise,Low,4.3,Yes,2.79,Growing
AIJ-101722,Data Scientist,Finance,USA,PhD,20,0.33,0.53,Yes,149560,"Communication, Python, PyTorch, Cloud Computing, Kubernetes",Medium,2,44,Enterprise,High,2.84,Yes,3.75,Stable
AIJ-101723,Blockchain Developer,Media,Japan,PhD,14,0.29,0.94,No,39440,"Excel, Leadership, Deep Learning, Docker, Data Visualization",High,22,57,Enterprise,High,4.92,Yes,3.58,Growing
AIJ-101724,UX Designer,Technology,Japan,Master,15,0.75,0.74,Yes,32398,"Cloud Computing, SQL, Docker, Deep Learning",Low,40,35,Medium,Moderate,2.32,No,2.47,Stable
AIJ-101725,DevOps Engineer,Energy,UAE,High School,16,0.91,0.98,No,174690,"Communication, Cloud Computing, Python",Medium,7,34,Medium,Low,4.31,No,4.29,Stable
AIJ-101726,Product Manager,Transportation,UAE,High School,7,0.12,0.84,Yes,60794,"Communication, PyTorch, AWS",Low,10,44,Startup,High,2.86,No,1.9,Declining
AIJ-101727,IoT Specialist,Retail,Japan,High School,24,0.43,0.62,Yes,190842,"Deep Learning, Cybersecurity, Project Management, PyTorch, Prompt Engineering, Leadership",High,39,31,Medium,Low,3.54,Yes,4.21,Stable
AIJ-101728,Cloud Architect,Healthcare,Germany,High School,2,0.47,0.42,Hybrid,168253,"Communication, TensorFlow, Data Visualization, Cybersecurity",Medium,39,39,Startup,Low,2.74,No,4.69,Growing
AIJ-101729,AI Engineer,Technology,Germany,Master,7,0.59,0.91,No,154421,"Excel, Cloud Computing, Docker, Machine Learning, Deep Learning, Data Visualization",Medium,2,53,Startup,Moderate,4.66,No,2.18,Growing
AIJ-101730,Cloud Architect,Healthcare,Pakistan,Master,3,0.84,0.73,Hybrid,83871,"Prompt Engineering, TensorFlow, Cybersecurity, Data Visualization, SQL",Low,-3,48,Startup,High,2.41,No,1.05,Declining
AIJ-101731,Cybersecurity Analyst,Retail,India,Bachelor,20,0.08,0.89,No,76277,"TensorFlow, Prompt Engineering, SQL, Kubernetes",Medium,31,60,Startup,High,4.26,Yes,3.24,Growing
AIJ-101732,Healthcare Analyst,Government,Japan,Master,8,0.8,0.29,Hybrid,209678,"Leadership, PyTorch, Cloud Computing, SQL",Low,16,55,Enterprise,Low,3.6,No,2.26,Stable
AIJ-101733,Data Engineer,Healthcare,India,Master,1,0.7,0.69,Yes,45735,"Kubernetes, Cybersecurity, TensorFlow, Communication, Machine Learning",Low,-2,36,Medium,High,3.11,Yes,4.3,Growing
AIJ-101734,IoT Specialist,Manufacturing,USA,PhD,22,0.51,0.22,Hybrid,37344,"Prompt Engineering, Leadership, Data Visualization",High,-5,48,Enterprise,High,4.46,Yes,2.44,Stable
AIJ-101735,UX Designer,Retail,India,PhD,8,0.68,0.59,Hybrid,156464,"Excel, Data Visualization, Communication, Kubernetes",Low,-8,39,Medium,Moderate,4.42,Yes,2.74,Stable
AIJ-101736,Financial Analyst,Education,UAE,PhD,18,0.91,0.73,Yes,125460,"TensorFlow, Project Management, PyTorch, Machine Learning",High,12,58,Enterprise,Moderate,3.96,No,1.08,Declining
AIJ-101737,Financial Analyst,Education,Japan,PhD,1,0.47,0.88,Yes,96396,"Cloud Computing, Python, Communication, Docker",Medium,-7,48,Enterprise,Low,2.42,No,2.87,Stable
AIJ-101738,IoT Specialist,Retail,Germany,High School,21,0.89,0.83,No,215247,"TensorFlow, Cybersecurity, Excel, Leadership",Low,3,34,Medium,Low,3.95,Yes,4.0,Growing
AIJ-101739,Digital Marketer,Energy,Canada,PhD,18,0.46,0.65,No,70709,"Deep Learning, Docker, Communication, Cybersecurity, Machine Learning",High,16,53,Medium,Moderate,4.78,No,3.42,Growing
AIJ-101740,Robotics Engineer,Finance,UAE,High School,16,0.7,0.77,Yes,159240,"Excel, Azure, Cloud Computing, Machine Learning, Deep Learning",Low,44,34,Enterprise,Moderate,4.71,Yes,1.85,Declining
AIJ-101741,UX Designer,Technology,India,PhD,10,0.88,0.41,Hybrid,37968,"Cybersecurity, AWS, TensorFlow, SQL, Deep Learning, Prompt Engineering",Medium,-4,32,Startup,High,3.13,Yes,4.83,Declining
AIJ-101742,Robotics Engineer,Manufacturing,Japan,Master,5,0.59,0.23,Hybrid,200354,"Python, Cybersecurity, Docker, Communication, Excel",High,-2,44,Medium,Moderate,3.44,No,1.73,Growing
AIJ-101743,Business Analyst,Finance,UAE,Bachelor,19,0.73,0.85,No,149749,"Leadership, Communication, Prompt Engineering, Azure",High,27,35,Startup,Moderate,2.36,Yes,1.55,Declining
AIJ-101744,Product Manager,Energy,Japan,PhD,25,0.61,0.95,No,212690,"Azure, Data Visualization, Machine Learning, Cybersecurity, Cloud Computing, Leadership",Low,45,45,Startup,Moderate,4.71,No,1.99,Declining
